,Provincias,Ramas de actividad,periodo,Total
848,23 Jaén,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.101.012
849,23 Jaén,Valor añadido bruto total,2021,10.634.813
850,23 Jaén,Valor añadido bruto total,2020,9.741.506
851,23 Jaén,Valor añadido bruto total,2019,10.131.195
852,23 Jaén,Impuestos netos sobre los productos,2021,1.119.756
853,23 Jaén,Impuestos netos sobre los productos,2020,934.228
854,23 Jaén,Impuestos netos sobre los productos,2019,1.039.417
855,23 Jaén,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,11.754.569
856,23 Jaén,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,10.675.734
857,23 Jaén,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,11.170.612
858,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.224.642
859,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.304.383
860,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.093.250
861,24 León,"A. Agricultura, ganadería, silvicultura y pesca",2021,487.420
862,24 León,"A. Agricultura, ganadería, silvicultura y pesca",2020,398.244
863,24 León,"A. Agricultura, ganadería, silvicultura y pesca",2019,365.818
864,24 León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.524.493
865,24 León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.276.866
866,24 León,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.208.184
867,24 León,C. - De las cuales: Industria manufacturera,2021,1.016.874
868,24 León,C. - De las cuales: Industria manufacturera,2020,905.858
869,24 León,C. - De las cuales: Industria manufacturera,2019,895.326
870,24 León,F. Construcción,2021,587.871
871,24 León,F. Construcción,2020,502.355
872,24 León,F. Construcción,2019,584.515
873,24 León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.188.755
874,24 León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.950.487
875,24 León,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.453.693
876,24 León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.139.793
877,24 León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.047.975
878,24 León,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.077.368
879,24 León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2.322.297
880,24 León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.314.234
881,24 León,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.464.503
882,24 León,Valor añadido bruto total,2021,9.250.629
883,24 León,Valor añadido bruto total,2020,8.490.161
884,24 León,Valor añadido bruto total,2019,9.154.081
885,24 León,Impuestos netos sobre los productos,2021,974.013
886,24 León,Impuestos netos sobre los productos,2020,814.222
887,24 León,Impuestos netos sobre los productos,2019,939.169
888,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,10.224.642
889,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,9.304.383
890,24 León,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,10.093.250
891,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12.558.913
892,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,11.521.909
893,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,12.641.158
894,25 Lleida,"A. Agricultura, ganadería, silvicultura y pesca",2021,734.891
895,25 Lleida,"A. Agricultura, ganadería, silvicultura y pesca",2020,768.325
896,25 Lleida,"A. Agricultura, ganadería, silvicultura y pesca",2019,635.301
897,25 Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.433.652
898,25 Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.208.932
899,25 Lleida,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.219.140
900,25 Lleida,C. - De las cuales: Industria manufacturera,2021,1.010.745
901,25 Lleida,C. - De las cuales: Industria manufacturera,2020,910.459
902,25 Lleida,C. - De las cuales: Industria manufacturera,2019,907.084
903,25 Lleida,F. Construcción,2021,641.829
904,25 Lleida,F. Construcción,2020,629.368
905,25 Lleida,F. Construcción,2019,811.609
906,25 Lleida,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3.416.722
907,25 Lleida,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.958.971
908,25 Lleida,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3.785.177
909,25 Lleida,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.360.633
910,25 Lleida,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.268.866
911,25 Lleida,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.327.973
912,25 Lleida,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,2.774.807
913,25 Lleida,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.679.171
914,25 Lleida,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,2.685.708
915,25 Lleida,Valor añadido bruto total,2021,11.362.534
916,25 Lleida,Valor añadido bruto total,2020,10.513.633
917,25 Lleida,Valor añadido bruto total,2019,11.464.908
918,25 Lleida,Impuestos netos sobre los productos,2021,1.196.379
919,25 Lleida,Impuestos netos sobre los productos,2020,1.008.276
920,25 Lleida,Impuestos netos sobre los productos,2019,1.176.250
921,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,12.558.913
922,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,11.521.909
923,25 Lleida,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,12.641.158
924,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.395.362
925,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.891.215
926,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.763.915
927,27 Lugo,"A. Agricultura, ganadería, silvicultura y pesca",2021,647.279
928,27 Lugo,"A. Agricultura, ganadería, silvicultura y pesca",2020,653.364
929,27 Lugo,"A. Agricultura, ganadería, silvicultura y pesca",2019,716.511
930,27 Lugo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,866.820
931,27 Lugo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,774.232
932,27 Lugo,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.043.134
933,27 Lugo,C. - De las cuales: Industria manufacturera,2021,475.584
934,27 Lugo,C. - De las cuales: Industria manufacturera,2020,441.422
935,27 Lugo,C. - De las cuales: Industria manufacturera,2019,622.456
936,27 Lugo,F. Construcción,2021,399.301
937,27 Lugo,F. Construcción,2020,391.320
938,27 Lugo,F. Construcción,2019,439.896
939,27 Lugo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,1.781.960
940,27 Lugo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1.572.441
941,27 Lugo,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,1.885.830
942,27 Lugo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.294.058
943,27 Lugo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.245.507
944,27 Lugo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.263.369
945,27 Lugo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1.701.452
946,27 Lugo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1.651.304
947,27 Lugo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1.692.749
948,27 Lugo,Valor añadido bruto total,2021,6.690.870
949,27 Lugo,Valor añadido bruto total,2020,6.288.168
950,27 Lugo,Valor añadido bruto total,2019,7.041.489
951,27 Lugo,Impuestos netos sobre los productos,2021,704.492
952,27 Lugo,Impuestos netos sobre los productos,2020,603.047
953,27 Lugo,Impuestos netos sobre los productos,2019,722.426
954,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.395.362
955,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.891.215
956,27 Lugo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.763.915
957,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,237.540.292
958,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,219.030.504
959,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,242.093.235
960,28 Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2021,162.499
961,28 Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2020,162.448
962,28 Madrid,"A. Agricultura, ganadería, silvicultura y pesca",2019,151.583
963,28 Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,23.091.420
964,28 Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,21.389.543
965,28 Madrid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,22.573.777
966,28 Madrid,C. - De las cuales: Industria manufacturera,2021,13.175.614
967,28 Madrid,C. - De las cuales: Industria manufacturera,2020,12.425.602
968,28 Madrid,C. - De las cuales: Industria manufacturera,2019,13.307.397
969,28 Madrid,F. Construcción,2021,9.638.924
970,28 Madrid,F. Construcción,2020,9.543.051
971,28 Madrid,F. Construcción,2019,10.978.541
972,28 Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,68.316.587
973,28 Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,59.733.235
974,28 Madrid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,71.999.847
975,28 Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,68.867.253
976,28 Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,65.309.206
977,28 Madrid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,67.864.003
978,28 Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,44.835.198
979,28 Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,43.725.772
980,28 Madrid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,45.998.900
981,28 Madrid,Valor añadido bruto total,2021,214.911.881
982,28 Madrid,Valor añadido bruto total,2020,199.863.255
983,28 Madrid,Valor añadido bruto total,2019,219.566.651
984,28 Madrid,Impuestos netos sobre los productos,2021,22.628.411
985,28 Madrid,Impuestos netos sobre los productos,2020,19.167.249
986,28 Madrid,Impuestos netos sobre los productos,2019,22.526.584
987,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,237.540.292
988,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,219.030.504
989,28 Madrid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,242.093.235
990,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.776.021
991,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,28.160.097
992,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.202.624
993,29 Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2021,741.095
994,29 Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2020,694.679
995,29 Málaga,"A. Agricultura, ganadería, silvicultura y pesca",2019,759.634
996,29 Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.399.899
997,29 Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.232.461
998,29 Málaga,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.400.889
999,29 Málaga,C. - De las cuales: Industria manufacturera,2021,781.474
1000,29 Málaga,C. - De las cuales: Industria manufacturera,2020,679.044
1001,29 Málaga,C. - De las cuales: Industria manufacturera,2019,771.216
1002,29 Málaga,F. Construcción,2021,2.484.676
1003,29 Málaga,F. Construcción,2020,2.482.994
1004,29 Málaga,F. Construcción,2019,2.989.565
1005,29 Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.893.378
1006,29 Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.696.639
1007,29 Málaga,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,8.765.068
1008,29 Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8.534.746
1009,29 Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8.044.382
1010,29 Málaga,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8.342.239
1011,29 Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,6.790.462
1012,29 Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.544.666
1013,29 Málaga,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.948.800
1014,29 Málaga,Valor añadido bruto total,2021,27.844.256
1015,29 Málaga,Valor añadido bruto total,2020,25.695.821
1016,29 Málaga,Valor añadido bruto total,2019,29.206.195
1017,29 Málaga,Impuestos netos sobre los productos,2021,2.931.765
1018,29 Málaga,Impuestos netos sobre los productos,2020,2.464.276
1019,29 Málaga,Impuestos netos sobre los productos,2019,2.996.429
1020,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,30.776.021
1021,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,28.160.097
1022,29 Málaga,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.202.624
1023,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,32.719.230
1024,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,29.775.480
1025,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.319.250
1026,30 Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.555.680
1027,30 Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.519.277
1028,30 Murcia,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.617.920
1029,30 Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.608.933
1030,30 Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4.816.771
1031,30 Murcia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.306.154
1032,30 Murcia,C. - De las cuales: Industria manufacturera,2021,4.275.150
1033,30 Murcia,C. - De las cuales: Industria manufacturera,2020,3.660.672
1034,30 Murcia,C. - De las cuales: Industria manufacturera,2019,4.075.736
1035,30 Murcia,F. Construcción,2021,1.705.143
1036,30 Murcia,F. Construcción,2020,1.632.555
1037,30 Murcia,F. Construcción,2019,1.909.159
1038,30 Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,7.516.651
1039,30 Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,6.590.539
1040,30 Murcia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,7.618.779
1041,30 Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,6.215.565
1042,30 Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5.887.143
1043,30 Murcia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.914.766
1044,30 Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,7.000.380
1045,30 Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,6.723.558
1046,30 Murcia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,6.945.191
1047,30 Murcia,Valor añadido bruto total,2021,29.602.352
1048,30 Murcia,Valor añadido bruto total,2020,27.169.843
1049,30 Murcia,Valor añadido bruto total,2019,29.311.969
1050,30 Murcia,Impuestos netos sobre los productos,2021,3.116.878
1051,30 Murcia,Impuestos netos sobre los productos,2020,2.605.637
1052,30 Murcia,Impuestos netos sobre los productos,2019,3.007.281
1053,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,32.719.230
1054,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,29.775.480
1055,30 Murcia,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,32.319.250
1056,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.518.471
1057,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.439
1058,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,20.873.397
1059,31 Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2021,715.214
1060,31 Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2020,693.269
1061,31 Navarra,"A. Agricultura, ganadería, silvicultura y pesca",2019,671.653
1062,31 Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.498.025
1063,31 Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.096.618
1064,31 Navarra,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.608.308
1065,31 Navarra,C. - De las cuales: Industria manufacturera,2021,4.752.883
1066,31 Navarra,C. - De las cuales: Industria manufacturera,2020,4.436.495
1067,31 Navarra,C. - De las cuales: Industria manufacturera,2019,4.872.516
1068,31 Navarra,F. Construcción,2021,1.046.069
1069,31 Navarra,F. Construcción,2020,970.671
1070,31 Navarra,F. Construcción,2019,1.117.296
1071,31 Navarra,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3.751.217
1072,31 Navarra,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,3.208.902
1073,31 Navarra,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,4.025.408
1074,31 Navarra,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3.620.392
1075,31 Navarra,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3.502.143
1076,31 Navarra,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3.587.200
1077,31 Navarra,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.932.937
1078,31 Navarra,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.808.630
1079,31 Navarra,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.921.279
1080,31 Navarra,Valor añadido bruto total,2021,18.563.854
1081,31 Navarra,Valor añadido bruto total,2020,17.280.233
1082,31 Navarra,Valor añadido bruto total,2019,18.931.144
1083,31 Navarra,Impuestos netos sobre los productos,2021,1.954.617
1084,31 Navarra,Impuestos netos sobre los productos,2020,1.657.206
1085,31 Navarra,Impuestos netos sobre los productos,2019,1.942.253
1086,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,20.518.471
1087,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,18.937.439
1088,31 Navarra,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,20.873.397
1089,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,7.104.228
1090,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,6.384.529
1091,32 Ourense,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,7.100.820
1092,32 Ourense,"A. Agricultura, ganadería, silvicultura y pesca",2021,382.289
1093,32 Ourense,"A. Agricultura, ganadería, silvicultura y pesca",2020,334.061
1094,32 Ourense,"A. Agricultura, ganadería, silvicultura y pesca",2019,507.480
