,Provincias,Ramas de actividad,periodo,Total
626,16 Cuenca,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,4.515.520
627,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23.839.000
628,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.835.162
629,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.493.773
630,20 Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2021,91.933
631,20 Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2020,96.251
632,20 Gipuzkoa,"A. Agricultura, ganadería, silvicultura y pesca",2019,119.345
633,20 Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5.921.660
634,20 Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5.176.787
635,20 Gipuzkoa,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5.707.550
636,20 Gipuzkoa,C. - De las cuales: Industria manufacturera,2021,5.534.807
637,20 Gipuzkoa,C. - De las cuales: Industria manufacturera,2020,4.897.711
638,20 Gipuzkoa,C. - De las cuales: Industria manufacturera,2019,5.470.374
639,20 Gipuzkoa,F. Construcción,2021,1.186.543
640,20 Gipuzkoa,F. Construcción,2020,1.160.660
641,20 Gipuzkoa,F. Construcción,2019,1.497.326
642,20 Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4.963.137
643,20 Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.277.263
644,20 Gipuzkoa,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5.254.022
645,20 Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,4.743.611
646,20 Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.586.643
647,20 Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4.677.171
648,20 Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.661.181
649,20 Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.626.774
650,20 Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.959.233
651,20 Gipuzkoa,Valor añadido bruto total,2021,21.568.065
652,20 Gipuzkoa,Valor añadido bruto total,2020,19.924.378
653,20 Gipuzkoa,Valor añadido bruto total,2019,22.214.647
654,20 Gipuzkoa,Impuestos netos sobre los productos,2021,2.270.935
655,20 Gipuzkoa,Impuestos netos sobre los productos,2020,1.910.784
656,20 Gipuzkoa,Impuestos netos sobre los productos,2019,2.279.126
657,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23.839.000
658,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.835.162
659,20 Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.493.773
660,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21.355.174
661,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.520.752
662,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21.828.320
663,17 Girona,"A. Agricultura, ganadería, silvicultura y pesca",2021,504.047
664,17 Girona,"A. Agricultura, ganadería, silvicultura y pesca",2020,587.367
665,17 Girona,"A. Agricultura, ganadería, silvicultura y pesca",2019,631.719
666,17 Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.877.101
667,17 Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.471.563
668,17 Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2.455.373
669,17 Girona,C. - De las cuales: Industria manufacturera,2021,2.443.136
670,17 Girona,C. - De las cuales: Industria manufacturera,2020,2.089.661
671,17 Girona,C. - De las cuales: Industria manufacturera,2019,2.079.978
672,17 Girona,F. Construcción,2021,1.382.527
673,17 Girona,F. Construcción,2020,1.333.140
674,17 Girona,F. Construcción,2019,1.477.548
675,17 Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5.538.267
676,17 Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.718.878
677,17 Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,6.238.839
678,17 Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5.196.307
679,17 Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.943.076
680,17 Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.049.800
681,17 Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.822.602
682,17 Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.758.477
683,17 Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.943.933
684,17 Girona,Valor añadido bruto total,2021,19.320.851
685,17 Girona,Valor añadido bruto total,2020,17.812.501
686,17 Girona,Valor añadido bruto total,2019,19.797.212
687,17 Girona,Impuestos netos sobre los productos,2021,2.034.323
688,17 Girona,Impuestos netos sobre los productos,2020,1.708.251
689,17 Girona,Impuestos netos sobre los productos,2019,2.031.108
690,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21.355.174
691,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.520.752
692,17 Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21.828.320
693,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,17.140.505
694,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,15.802.260
695,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,17.383.998
696,18 Granada,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.088.230
697,18 Granada,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.058.030
698,18 Granada,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.075.910
699,18 Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.549.956
700,18 Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.399.420
701,18 Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.291.695
702,18 Granada,C. - De las cuales: Industria manufacturera,2021,713.568
703,18 Granada,C. - De las cuales: Industria manufacturera,2020,612.214
704,18 Granada,C. - De las cuales: Industria manufacturera,2019,631.141
705,18 Granada,F. Construcción,2021,900.062
706,18 Granada,F. Construcción,2020,947.043
707,18 Granada,F. Construcción,2019,1.179.578
708,18 Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3.580.557
709,18 Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.979.032
710,18 Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3.897.511
711,18 Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3.743.645
712,18 Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3.565.696
713,18 Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3.690.752
714,18 Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.645.227
715,18 Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.470.191
716,18 Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.630.985
717,18 Granada,Valor añadido bruto total,2021,15.507.677
718,18 Granada,Valor añadido bruto total,2020,14.419.412
719,18 Granada,Valor añadido bruto total,2019,15.766.431
720,18 Granada,Impuestos netos sobre los productos,2021,1.632.828
721,18 Granada,Impuestos netos sobre los productos,2020,1.382.848
722,18 Granada,Impuestos netos sobre los productos,2019,1.617.567
723,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,17.140.505
724,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,15.802.260
725,18 Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,17.383.998
726,19 Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,5.502.747
727,19 Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,5.047.876
728,19 Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,5.465.337
729,19 Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2021,219.859
730,19 Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2020,208.007
731,19 Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2019,184.310
732,19 Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.389.705
733,19 Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.219.830
734,19 Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.357.634
735,19 Guadalajara,C. - De las cuales: Industria manufacturera,2021,826.448
736,19 Guadalajara,C. - De las cuales: Industria manufacturera,2020,771.768
737,19 Guadalajara,C. - De las cuales: Industria manufacturera,2019,859.030
738,19 Guadalajara,F. Construcción,2021,256.396
739,19 Guadalajara,F. Construcción,2020,267.054
